TITLE|BLUETOOTH_VERSION|USB_VERSION|DEVICE_TYPE|SIM_CARD_SLOT|OS|OS_BITS|SIM_CARD_TYPE|BRAND|MODEL|PRICE|WIRELESS_CONNECTIVITY|NETWORK_4G|NETWORK_3G|NETWORK_2G|NETWORK_TYPE|WIFI|BATTERY_CAPACITY|BATTERY_TYPE|RAM_CAPACITY|RAM_TYPE|GPU|CPU|CPU_FREQ|CPU_CORES|EXTERNAL_MEMORY|STORAGE_SSD|STORAGE_HDD|CAMERA_FRONT|CAMERA_BACK|WEIGHT|PRODUCT_SIZE|SCREEN_SIZE|SCREEN_PPI|SCREEN_TYPE|SCREEN_RESOLUTION|COLOR|ETHERNET_SPEED
sony xperia xa dual sim f3116 black|v4.1, a2dp, le, apt-x||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||197 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, dlna, hotspot|non-removable li-ion 2300 mah battery|| 2 gb ram||mali-t860mp2|mediatek mt6755 helio p10||octa-core 2.0 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|16 gb||8 mp, 1/4" sensor size, autofocus, 1080p, hdr|13 mp, phase detection autofocus, led flash|137.4 g (4.83 oz)|143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in)|5.0 inches (~71.8% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
sony xperia x performance dual sim 64gb f8132 black|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||476 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2 (dual sim model only)||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2700 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 820||dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo|microsd, up to 256 gb (uses sim 2 slot)|64 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|164.4 g (5.78 oz)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|5.0 inches (~68.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia xa1 dual sim 16gb g3112 white|v4.2, a2dp, aptx, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||273 €||lte band 1(2100), 2(1900), 3(1800), 5(850), 7(2600), 8(900), 20(800)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|non-removable li-ion 2300 mah battery|| 3 gb ram||mali-t880mp2|mediatek mt6757 helio p20||octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)|microsd, up to 256 gb (dedicated slot)|16 gb||8 mp, f/2.0, 23mm, autofocus, 1/4" sensor size, 1080p|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|143 g (5.04 oz)|145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in)|5.0 inches (~70.9% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
sony xperia x dual sim 64gb f5122 black|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||279 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2620 mah battery|| 3 gb ram||adreno 510|qualcomm msm8956 snapdragon 650||dual-core 1.8 ghz cortex-a72 & quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|64 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|153 g (5.40 oz)|142.7 x 69.4 x 7.9 mm (5.62 x 2.73 x 0.31 in)|5.0 inches (~69.6% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia x performance lte 32gb f8131 rose gold|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||nano-sim|||485 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2700 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 820||dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo|microsd, up to 200 gb (dedicated slot)|32 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|164.4 g (5.78 oz)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|5.0 inches (~68.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia z1 3g c6902 white|yes, v4.0 with a2dp||||android os, v4.2 (jelly bean), v4.3, upgradable to v4.4.2 (kitkat)||micro-sim|||246 €|||hsdpa 850 / 900 / 1700 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 a/b/g/n/ac, wi-fi direct, dlna, wi-fi hotspot|non-removable li-ion 3000 mah battery|| 2 gb ram||adreno 330|qualcomm msm8974 snapdragon 800||quad-core 2.2 ghz krait 400|microsd, up to 64 gb|16 gb||yes, 2 mp, 1080p@30fps|20.7 mp, 5248 х 3936 pixels, autofocus, led flash|170 g|144 x 74 x 8.5 mm|1080 x 1920 pixels, 5.0 inches (~441 ppi pixel density)||tft capacitive touchscreen, 16m colors|||
sony xperia x dual sim 64gb f5122 lime|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||315 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 17(700), 19(800), 20(800), 26(850), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2620 mah battery|| 3 gb ram||adreno 510|qualcomm msm8956 snapdragon 650||dual-core 1.8 ghz cortex-a72 & quad-core 1.4 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|64 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|153 g (5.40 oz)|142.7 x 69.4 x 7.9 mm (5.62 x 2.73 x 0.31 in)|5.0 inches (~69.6% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia xa dual sim f3116 rose gold|v4.1, a2dp, le, apt-x||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||197 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, dlna, hotspot|non-removable li-ion 2300 mah battery|| 2 gb ram||mali-t860mp2|mediatek mt6755 helio p10||octa-core 2.0 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|16 gb||8 mp, 1/4|13 mp, phase detection autofocus, led flash|137.4 g (4.83 oz)|143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in)|5.0 inches (~71.8% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
sony xperia x performance dual sim 64gb f8132 white|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||476 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2 (dual sim model only)||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2700 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 820||dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo|microsd, up to 256 gb (uses sim 2 slot)|64 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|164.4 g (5.78 oz)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|5.0 inches (~68.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia xa1 dual sim 32gb g3116 white|v4.2, a2dp, aptx, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||288 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|non-removable li-ion 2300 mah battery|| 3 gb ram||mali-t880mp2|mediatek mt6757 helio p20||octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)|microsd, up to 256 gb (dedicated slot)|32 gb||8 mp, f/2.0, 23mm, autofocus, 1/4" sensor size, 1080p|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|143 g (5.04 oz)|145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in)|5.0 inches (~70.9% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
sony xperia x performance lte 32gb f8131 white|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||nano-sim|||485 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2700 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 820||dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo|microsd, up to 200 gb (dedicated slot)|32 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|164.4 g (5.78 oz)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|5.0 inches (~68.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia xa dual sim f3116 white|v4.1, a2dp, le, apt-x||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||197 €||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, dlna, hotspot|non-removable li-ion 2300 mah battery|| 2 gb ram||mali-t860mp2|mediatek mt6755 helio p10||octa-core 2.0 ghz cortex-a53|microsd, up to 256 gb (dedicated slot)|16 gb||8 mp, 1/4|13 mp, phase detection autofocus, led flash|137.4 g (4.83 oz)|143.6 x 66.8 x 7.9 mm (5.65 x 2.63 x 0.31 in)|5.0 inches (~71.8% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
sony xperia x performance dual sim 64gb f8132 lime|v4.2, a2dp, aptx, le||||android os, v6.0.1 (marshmallow)||dual sim (nano-sim, dual stand-by)|||476 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 12(700), 13(700), 17(700), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2 (dual sim model only)||wi-fi 802.11 a/b/g/n/ac, dual-band, wi-fi direct, dlna, hotspot|non-removable li-ion 2700 mah battery|| 3 gb ram||adreno 530|qualcomm msm8996 snapdragon 820||dual-core 2.15 ghz kryo & dual-core 1.6 ghz kryo|microsd, up to 256 gb (uses sim 2 slot)|64 gb||13 mp, f/2.0, 22mm, 1/3|23 mp, f/2.0, 24mm, phase detection autofocus, led flash|164.4 g (5.78 oz)|143.7 x 70.4 x 8.7 mm (5.66 x 2.77 x 0.34 in)|5.0 inches (~68.1% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~441 ppi pixel density)||
sony xperia xa1 dual sim 16gb g3116 black|v4.2, a2dp, aptx, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||||lte band 1(2100), 3(1800), 5(850), 7(2600), 8(900), 28(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n, wi-fi direct, hotspot|non-removable li-ion 2300 mah battery|| 3 gb ram||mali-t880mp2|mediatek mt6757 helio p20||octa-core (4x2.3 ghz cortex-a53 & 4x1.6 ghz cortex-a53)|microsd, up to 256 gb (dedicated slot)|16 gb||8 mp, f/2.0, 23mm, autofocus, 1/4" sensor size, 1080p|23 mp, f/2.0, 24mm, phase detection and laser autofocus, led flash|143 g (5.04 oz)|145 x 67 x 8 mm (5.71 x 2.64 x 0.31 in)|5.0 inches (~70.9% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
huawei honor 8 lite dual sim 32gb pra-al00 white|v4.1, a2dp, edr, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||208 €||lte band 1800 / 2100 / 2600 / 2300 / 2500|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3000 mah battery|| 3 gb ram||mali-t830 mp2|hisilicon kirin 655||octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|32 gb||8 mp, f/2.0, 1080p|12 mp, f/2.0, autofocus, led flash|147 g (5.19 oz)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|5.2 inches (~69.5% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~424 ppi pixel density)||
huawei p10 lte 64gb vtr-l09 silver|v4.2, a2dp, le||||android os, v7.0 (nougat)||nano-sim|||554 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|non-removable li-ion 3200 mah battery|| 4 gb ram||mali-g71 mp8|hisilicon kirin 960||octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|64 gb||8 mp, f/1.9|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|5.1 inches (~71.2% screen-to-body ratio)||ips-neo lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~432 ppi pixel density)||
huawei nova smart dual sim 16gb dig-l21 silver|4.1, a2dp||||android 6.0 (marshmallow)||dual sim (micro-sim, dual stand-by)|||200 €||lte band 1(2100), 3(1800), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-po 3020 mah battery|| 2 gb ram||adreno 505|qualcomm msm8940 snapdragon 435||octa-core 1.4 ghz cortex-a53|microsd, up to 256 gb (uses sim 2 slot)|16 gb||5 mp, 1080p|13 mp, f/2.2, phase detection autofocus, led flash|138 g (4.87 oz)|143.5 x 69.9 x 7.6 mm (5.65 x 2.75 x 0.30 in)|5.0 inches (~68.7% screen-to-body ratio)||amoled capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
huawei y5 y560-l02 black white|v4.0, a2dp, le||||android os, v4.4.2 (kitkat)||micro-sim|||92 €||lte band 1(2100), 3(1800), 7(2600), 8(900), 20(800)|hsdpa 850 / 900 / 2100|gsm 850 / 900 / 1800 / 1900||wi-fi 802.11 b/g/n, dlna, hotspot|li-ion 2000 mah battery|| 1 gb ram||adreno 306|qualcomm msm8916 snapdragon 410||quad-core 1.2 ghz cortex-a53|microsd, up to 32 gb|8 gb||2 mp|5 mp, 2592 х 1944 pixels, autofocus, led flash|145 g|134.6 x 66.6 x 10 mm|4.5 inches (~61.7% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|480 x 854 pixels (~217.7 ppi pixel density)||
huawei honor 8 lite dual sim 32gb pra-al00 blue|v4.1, a2dp, edr, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||212 €||lte band 1800 / 2100 / 2600 / 2300 / 2500|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3000 mah battery|| 3 gb ram||mali-t830 mp2|hisilicon kirin 655||octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|32 gb||8 mp, f/2.0, 1080p|12 mp, f/2.0, autofocus, led flash|147 g (5.19 oz)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|5.2 inches (~69.5% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~424 ppi pixel density)||
huawei p10 dual sim 64gb vtr-l29 gray|v4.2, a2dp, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||516 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|non-removable li-ion 3200 mah battery|| 4 gb ram||mali-g71 mp8|hisilicon kirin 960||octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|64 gb||8 mp, f/1.9|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|5.1 inches (~71.2% screen-to-body ratio)||ips-neo lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~432 ppi pixel density)||
huawei honor 8 lite dual sim 32gb 4gb ram pra-al00x blue|v4.1, a2dp, edr, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||252 €||lte band 1800 / 2100 / 2600 / 2300 / 2500|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3000 mah battery|| 4 gb ram||mali-t830 mp2|hisilicon kirin 655||octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|32 gb||8 mp, f/2.0, 1080p|12 mp, f/2.0, autofocus, led flash|147 g (5.19 oz)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|5.2 inches (~69.5% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~424 ppi pixel density)||
huawei p9 lite (2017) dual sim pra-lx1 white|v4.1, a2dp, edr, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||260 €||lte band 1(2100), 3(1800), 7(2600), 8(900), 3(1800), 20(800), 28(700)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3000 mah battery|| 3 gb ram||mali-t830 mp2|hisilicon kirin 655||octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|16 gb||8 mp, f/2.0, 1080p|12 mp, f/2.0, autofocus, led flash|147 g (5.19 oz)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|5.2 inches (~69.5% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~424 ppi pixel density)||
huawei honor 8 lite dual sim lte 64gb white|v4.1, a2dp, edr, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||292 €||lte band 1800 / 2100 / 2600 / 2300 / 2500|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, wi-fi direct, hotspot|non-removable li-ion 3000 mah battery|| 4 gb ram||mali-t830 mp2|hisilicon kirin 655||octa-core (4x2.1 ghz cortex-a53 & 4x1.7 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|64 gb||8 mp, f/2.0, 1080p|12 mp, f/2.0, autofocus, led flash|147 g (5.19 oz)|147.2 x 72.9 x 7.6 mm (5.80 x 2.87 x 0.30 in)|5.2 inches (~69.5% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~424 ppi pixel density)||
huawei p10 dual sim 64gb vtr-l29 silver|v4.2, a2dp, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||552 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|non-removable li-ion 3200 mah battery|| 4 gb ram||mali-g71 mp8|hisilicon kirin 960||octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|64 gb||8 mp, f/1.9|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|5.1 inches (~71.2% screen-to-body ratio)||ips-neo lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~432 ppi pixel density)||
huawei ascend p8 lite dual sim gold|v4.0, a2dp||||android os, v5.0.2 (lollipop)||dual sim (micro-sim, dual stand-by)|||166 €||lte band 1(2100), 3(1800), 4(1700/2100), 7(2600), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 850 / 900 / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 b/g/n, hotspot|non-removable li-ion 2200 mah battery|| 2 gb ram|||hisilicon kirin 620||octa-core 1.2 ghz|microsd, up to 128 gb (uses sim 2 slot)|16 gb||5 mp|13 mp, 4160 x 3120 pixels, autofocus, dual-led flash|131 g (4.62 oz)|143 x 70.6 x 7.7 mm (5.63 x 2.78 x 0.30 in)|5.0 inches (~68.3% screen-to-body ratio)||ips lcd capacitive touchscreen, 16m colors|720 x 1280 pixels (~294 ppi pixel density)||
huawei p10 dual sim 64gb vtr-l29 gold|v4.2, a2dp, le||||android os, v7.0 (nougat)||dual sim (nano-sim, dual stand-by)|||516 €||lte band 1(2100), 2(1900), 3(1800), 4(1700/2100), 5(850), 7(2600), 8(900), 9(1800), 12(700), 17(700), 18(800), 19(800), 20(800), 26(850), 28(700), 29(700), 38(2600), 39(1900), 40(2300), 41(2500)|hsdpa 800 / 850 / 900 / 1700(aws) / 1900 / 2100|gsm 850 / 900 / 1800 / 1900 sim 1 & sim 2||wi-fi 802.11 a/b/g/n/ac, dual-band, dlna, wifi direct, hotspot|non-removable li-ion 3200 mah battery|| 4 gb ram||mali-g71 mp8|hisilicon kirin 960||octa-core (4x2.4 ghz cortex-a73 & 4x1.8 ghz cortex-a53)|microsd, up to 256 gb (uses sim 2 slot)|64 gb||8 mp, f/1.9|dual 20 mp + 12 mp, f/2.2, ois, leica optics, phase detection and laser autofocus, dual-led (dual tone) flash|145 g (5.11 oz)|145.3 x 69.3 x 7 mm (5.72 x 2.73 x 0.28 in)|5.1 inches (~71.2% screen-to-body ratio)||ips-neo lcd capacitive touchscreen, 16m colors|1080 x 1920 pixels (~432 ppi pixel density)||
